protocol,success,hops,messages,match_error,utility,N,ttl,epsilon,alpha,metric,seed
RL-MADTSR,0,17,17,,0.0,100,40,0.5,0.0,l1,18254
Epidemic,0,10,1,,0.0,100,10,0.5,0.0,l1,92676
RandomWalk,0,10,10,,0.0,100,10,0.5,0.0,l1,92676
Heuristic-MADTSR,0,2,2,,0.0,100,10,0.5,0.0,l1,92676
RL-MADTSR,0,3,3,,0.0,100,10,0.5,0.0,l1,92676
Epidemic,0,20,1,,0.0,100,20,0.5,0.0,l1,92676
RandomWalk,0,4,4,,0.0,100,20,0.5,0.0,l1,92676
Heuristic-MADTSR,0,2,2,,0.0,100,20,0.5,0.0,l1,92676
RL-MADTSR,0,3,3,,0.0,100,20,0.5,0.0,l1,92676
Epidemic,0,30,1,,0.0,100,30,0.5,0.0,l1,92676
RandomWalk,0,4,4,,0.0,100,30,0.5,0.0,l1,92676
Heuristic-MADTSR,0,2,2,,0.0,100,30,0.5,0.0,l1,92676
RL-MADTSR,0,3,3,,0.0,100,30,0.5,0.0,l1,92676
Epidemic,0,40,1,,0.0,100,40,0.5,0.0,l1,92676
RandomWalk,0,8,8,,0.0,100,40,0.5,0.0,l1,92676
Heuristic-MADTSR,0,2,2,,0.0,100,40,0.5,0.0,l1,92676
RL-MADTSR,0,3,3,,0.0,100,40,0.5,0.0,l1,92676
Epidemic,0,10,1,,0.0,100,10,0.5,0.0,l1,78156
RandomWalk,0,4,4,,0.0,100,10,0.5,0.0,l1,78156
Heuristic-MADTSR,0,0,0,,0.0,100,10,0.5,0.0,l1,78156
RL-MADTSR,0,5,5,,0.0,100,10,0.5,0.0,l1,78156
Epidemic,0,20,1,,0.0,100,20,0.5,0.0,l1,78156
RandomWalk,0,3,3,,0.0,100,20,0.5,0.0,l1,78156
Heuristic-MADTSR,0,0,0,,0.0,100,20,0.5,0.0,l1,78156
RL-MADTSR,0,5,5,,0.0,100,20,0.5,0.0,l1,78156
Epidemic,0,30,1,,0.0,100,30,0.5,0.0,l1,78156
RandomWalk,0,16,16,,0.0,100,30,0.5,0.0,l1,78156
Heuristic-MADTSR,0,0,0,,0.0,100,30,0.5,0.0,l1,78156
RL-MADTSR,0,5,5,,0.0,100,30,0.5,0.0,l1,78156
Epidemic,0,40,1,,0.0,100,40,0.5,0.0,l1,78156
RandomWalk,0,10,10,,0.0,100,40,0.5,0.0,l1,78156
Heuristic-MADTSR,0,0,0,,0.0,100,40,0.5,0.0,l1,78156
RL-MADTSR,0,5,5,,0.0,100,40,0.5,0.0,l1,78156
Epidemic,0,10,48,,0.0,100,10,0.5,0.0,l1,64386
RandomWalk,0,10,10,,0.0,100,10,0.5,0.0,l1,64386
Heuristic-MADTSR,0,8,8,,0.0,100,10,0.5,0.0,l1,64386
RL-MADTSR,0,7,7,,0.0,100,10,0.5,0.0,l1,64386
Epidemic,0,20,74,,0.0,100,20,0.5,0.0,l1,64386
RandomWalk,0,18,18,,0.0,100,20,0.5,0.0,l1,64386
Heuristic-MADTSR,0,8,8,,0.0,100,20,0.5,0.0,l1,64386
RL-MADTSR,0,7,7,,0.0,100,20,0.5,0.0,l1,64386
Epidemic,0,30,74,,0.0,100,30,0.5,0.0,l1,64386
RandomWalk,0,17,17,,0.0,100,30,0.5,0.0,l1,64386
Heuristic-MADTSR,0,8,8,,0.0,100,30,0.5,0.0,l1,64386
RL-MADTSR,0,7,7,,0.0,100,30,0.5,0.0,l1,64386
Epidemic,0,40,74,,0.0,100,40,0.5,0.0,l1,64386
RandomWalk,0,9,9,,0.0,100,40,0.5,0.0,l1,64386
Heuristic-MADTSR,0,8,8,,0.0,100,40,0.5,0.0,l1,64386
RL-MADTSR,0,7,7,,0.0,100,40,0.5,0.0,l1,64386
Epidemic,0,10,45,,0.0,100,10,0.5,0.0,l1,40241
RandomWalk,0,2,2,,0.0,100,10,0.5,0.0,l1,40241
Heuristic-MADTSR,0,2,2,,0.0,100,10,0.5,0.0,l1,40241
RL-MADTSR,0,1,1,,0.0,100,10,0.5,0.0,l1,40241
Epidemic,0,20,60,,0.0,100,20,0.5,0.0,l1,40241
RandomWalk,0,2,2,,0.0,100,20,0.5,0.0,l1,40241
Heuristic-MADTSR,0,2,2,,0.0,100,20,0.5,0.0,l1,40241
RL-MADTSR,0,1,1,,0.0,100,20,0.5,0.0,l1,40241
Epidemic,0,30,60,,0.0,100,30,0.5,0.0,l1,40241
RandomWalk,0,2,2,,0.0,100,30,0.5,0.0,l1,40241
Heuristic-MADTSR,0,2,2,,0.0,100,30,0.5,0.0,l1,40241
RL-MADTSR,0,1,1,,0.0,100,30,0.5,0.0,l1,40241
Epidemic,0,40,60,,0.0,100,40,0.5,0.0,l1,40241
RandomWalk,0,34,34,,0.0,100,40,0.5,0.0,l1,40241
Heuristic-MADTSR,0,2,2,,0.0,100,40,0.5,0.0,l1,40241
RL-MADTSR,0,1,1,,0.0,100,40,0.5,0.0,l1,40241
Epidemic,0,10,1,,0.0,100,10,0.5,0.0,l1,82276
RandomWalk,0,8,8,,0.0,100,10,0.5,0.0,l1,82276
Heuristic-MADTSR,0,3,3,,0.0,100,10,0.5,0.0,l1,82276
RL-MADTSR,0,9,9,,0.0,100,10,0.5,0.0,l1,82276
Epidemic,0,20,1,,0.0,100,20,0.5,0.0,l1,82276
RandomWalk,0,14,14,,0.0,100,20,0.5,0.0,l1,82276
Heuristic-MADTSR,0,3,3,,0.0,100,20,0.5,0.0,l1,82276
RL-MADTSR,0,9,9,,0.0,100,20,0.5,0.0,l1,82276
Epidemic,0,30,1,,0.0,100,30,0.5,0.0,l1,82276
RandomWalk,0,12,12,,0.0,100,30,0.5,0.0,l1,82276
Heuristic-MADTSR,0,3,3,,0.0,100,30,0.5,0.0,l1,82276
RL-MADTSR,0,9,9,,0.0,100,30,0.5,0.0,l1,82276
Epidemic,0,40,1,,0.0,100,40,0.5,0.0,l1,82276
RandomWalk,0,11,11,,0.0,100,40,0.5,0.0,l1,82276
Heuristic-MADTSR,0,3,3,,0.0,100,40,0.5,0.0,l1,82276
RL-MADTSR,0,9,9,,0.0,100,40,0.5,0.0,l1,82276
Epidemic,0,10,48,,0.0,100,10,0.5,0.0,l1,54542
RandomWalk,0,1,1,,0.0,100,10,0.5,0.0,l1,54542
Heuristic-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l1,54542
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l1,54542
Epidemic,0,20,49,,0.0,100,20,0.5,0.0,l1,54542
RandomWalk,0,1,1,,0.0,100,20,0.5,0.0,l1,54542
Heuristic-MADTSR,0,9,9,,0.0,100,20,0.5,0.0,l1,54542
RL-MADTSR,0,19,19,,0.0,100,20,0.5,0.0,l1,54542
Epidemic,0,30,49,,0.0,100,30,0.5,0.0,l1,54542
RandomWalk,0,1,1,,0.0,100,30,0.5,0.0,l1,54542
Heuristic-MADTSR,0,7,7,,0.0,100,30,0.5,0.0,l1,54542
RL-MADTSR,0,19,19,,0.0,100,30,0.5,0.0,l1,54542
Epidemic,0,40,49,,0.0,100,40,0.5,0.0,l1,54542
RandomWalk,0,1,1,,0.0,100,40,0.5,0.0,l1,54542
Heuristic-MADTSR,0,8,8,,0.0,100,40,0.5,0.0,l1,54542
RL-MADTSR,0,19,19,,0.0,100,40,0.5,0.0,l1,54542
Epidemic,0,10,19,,0.0,100,10,0.5,0.0,l1,44341
RandomWalk,0,4,4,,0.0,100,10,0.5,0.0,l1,44341
Heuristic-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l1,44341
RL-MADTSR,0,6,6,,0.0,100,10,0.5,0.0,l1,44341
Epidemic,0,20,19,,0.0,100,20,0.5,0.0,l1,44341
RandomWalk,0,6,6,,0.0,100,20,0.5,0.0,l1,44341
Heuristic-MADTSR,0,17,17,,0.0,100,20,0.5,0.0,l1,44341
RL-MADTSR,0,6,6,,0.0,100,20,0.5,0.0,l1,44341
Epidemic,0,30,19,,0.0,100,30,0.5,0.0,l1,44341
RandomWalk,0,5,5,,0.0,100,30,0.5,0.0,l1,44341
Heuristic-MADTSR,0,4,4,,0.0,100,30,0.5,0.0,l1,44341
RL-MADTSR,0,6,6,,0.0,100,30,0.5,0.0,l1,44341
Epidemic,0,40,19,,0.0,100,40,0.5,0.0,l1,44341
RandomWalk,0,5,5,,0.0,100,40,0.5,0.0,l1,44341
Heuristic-MADTSR,0,14,14,,0.0,100,40,0.5,0.0,l1,44341
RL-MADTSR,0,6,6,,0.0,100,40,0.5,0.0,l1,44341
Epidemic,0,10,26,,0.0,100,10,0.5,0.0,l2,45045
RandomWalk,0,1,1,,0.0,100,10,0.5,0.0,l2,45045
Heuristic-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l2,45045
RL-MADTSR,0,2,2,,0.0,100,10,0.5,0.0,l2,45045
Epidemic,0,20,28,,0.0,100,20,0.5,0.0,l2,45045
RandomWalk,0,1,1,,0.0,100,20,0.5,0.0,l2,45045
Heuristic-MADTSR,0,17,17,,0.0,100,20,0.5,0.0,l2,45045
RL-MADTSR,0,2,2,,0.0,100,20,0.5,0.0,l2,45045
Epidemic,0,30,28,,0.0,100,30,0.5,0.0,l2,45045
RandomWalk,0,22,22,,0.0,100,30,0.5,0.0,l2,45045
Heuristic-MADTSR,0,14,14,,0.0,100,30,0.5,0.0,l2,45045
RL-MADTSR,0,2,2,,0.0,100,30,0.5,0.0,l2,45045
Epidemic,0,40,28,,0.0,100,40,0.5,0.0,l2,45045
RandomWalk,0,21,21,,0.0,100,40,0.5,0.0,l2,45045
Heuristic-MADTSR,0,17,17,,0.0,100,40,0.5,0.0,l2,45045
RL-MADTSR,0,2,2,,0.0,100,40,0.5,0.0,l2,45045
Epidemic,0,10,12,,0.0,100,10,0.5,0.0,l2,22723
RandomWalk,0,8,8,,0.0,100,10,0.5,0.0,l2,22723
Heuristic-MADTSR,0,5,5,,0.0,100,10,0.5,0.0,l2,22723
RL-MADTSR,0,7,7,,0.0,100,10,0.5,0.0,l2,22723
Epidemic,0,20,12,,0.0,100,20,0.5,0.0,l2,22723
RandomWalk,0,8,8,,0.0,100,20,0.5,0.0,l2,22723
Heuristic-MADTSR,0,8,8,,0.0,100,20,0.5,0.0,l2,22723
RL-MADTSR,0,7,7,,0.0,100,20,0.5,0.0,l2,22723
Epidemic,0,30,12,,0.0,100,30,0.5,0.0,l2,22723
RandomWalk,0,14,14,,0.0,100,30,0.5,0.0,l2,22723
Heuristic-MADTSR,0,10,10,,0.0,100,30,0.5,0.0,l2,22723
RL-MADTSR,0,7,7,,0.0,100,30,0.5,0.0,l2,22723
Epidemic,0,40,12,,0.0,100,40,0.5,0.0,l2,22723
RandomWalk,0,15,15,,0.0,100,40,0.5,0.0,l2,22723
Heuristic-MADTSR,0,5,5,,0.0,100,40,0.5,0.0,l2,22723
RL-MADTSR,0,7,7,,0.0,100,40,0.5,0.0,l2,22723
Epidemic,0,10,12,,0.0,100,10,0.5,0.0,l2,9213
RandomWalk,0,9,9,,0.0,100,10,0.5,0.0,l2,9213
Heuristic-MADTSR,0,8,8,,0.0,100,10,0.5,0.0,l2,9213
RL-MADTSR,0,1,1,,0.0,100,10,0.5,0.0,l2,9213
Epidemic,0,20,12,,0.0,100,20,0.5,0.0,l2,9213
RandomWalk,0,11,11,,0.0,100,20,0.5,0.0,l2,9213
Heuristic-MADTSR,0,8,8,,0.0,100,20,0.5,0.0,l2,9213
RL-MADTSR,0,1,1,,0.0,100,20,0.5,0.0,l2,9213
Epidemic,0,30,12,,0.0,100,30,0.5,0.0,l2,9213
RandomWalk,0,7,7,,0.0,100,30,0.5,0.0,l2,9213
Heuristic-MADTSR,0,7,7,,0.0,100,30,0.5,0.0,l2,9213
RL-MADTSR,0,1,1,,0.0,100,30,0.5,0.0,l2,9213
Epidemic,0,40,12,,0.0,100,40,0.5,0.0,l2,9213
RandomWalk,0,8,8,,0.0,100,40,0.5,0.0,l2,9213
Heuristic-MADTSR,0,7,7,,0.0,100,40,0.5,0.0,l2,9213
RL-MADTSR,0,1,1,,0.0,100,40,0.5,0.0,l2,9213
Epidemic,0,10,2,,0.0,100,10,0.5,0.0,l2,55458
RandomWalk,0,10,10,,0.0,100,10,0.5,0.0,l2,55458
Heuristic-MADTSR,0,4,4,,0.0,100,10,0.5,0.0,l2,55458
RL-MADTSR,0,4,4,,0.0,100,10,0.5,0.0,l2,55458
Epidemic,0,20,2,,0.0,100,20,0.5,0.0,l2,55458
RandomWalk,0,8,8,,0.0,100,20,0.5,0.0,l2,55458
Heuristic-MADTSR,0,4,4,,0.0,100,20,0.5,0.0,l2,55458
RL-MADTSR,0,4,4,,0.0,100,20,0.5,0.0,l2,55458
Epidemic,0,30,2,,0.0,100,30,0.5,0.0,l2,55458
RandomWalk,0,8,8,,0.0,100,30,0.5,0.0,l2,55458
Heuristic-MADTSR,0,4,4,,0.0,100,30,0.5,0.0,l2,55458
RL-MADTSR,0,4,4,,0.0,100,30,0.5,0.0,l2,55458
Epidemic,0,40,2,,0.0,100,40,0.5,0.0,l2,55458
RandomWalk,0,8,8,,0.0,100,40,0.5,0.0,l2,55458
Heuristic-MADTSR,0,4,4,,0.0,100,40,0.5,0.0,l2,55458
RL-MADTSR,0,4,4,,0.0,100,40,0.5,0.0,l2,55458
Epidemic,0,10,14,,0.0,100,10,0.5,0.0,l2,88788
RandomWalk,0,4,4,,0.0,100,10,0.5,0.0,l2,88788
Heuristic-MADTSR,0,3,3,,0.0,100,10,0.5,0.0,l2,88788
RL-MADTSR,0,8,8,,0.0,100,10,0.5,0.0,l2,88788
Epidemic,0,20,14,,0.0,100,20,0.5,0.0,l2,88788
RandomWalk,0,3,3,,0.0,100,20,0.5,0.0,l2,88788
Heuristic-MADTSR,0,3,3,,0.0,100,20,0.5,0.0,l2,88788
RL-MADTSR,0,8,8,,0.0,100,20,0.5,0.0,l2,88788
Epidemic,0,30,14,,0.0,100,30,0.5,0.0,l2,88788
RandomWalk,0,4,4,,0.0,100,30,0.5,0.0,l2,88788
Heuristic-MADTSR,0,3,3,,0.0,100,30,0.5,0.0,l2,88788
RL-MADTSR,0,8,8,,0.0,100,30,0.5,0.0,l2,88788
Epidemic,0,40,14,,0.0,100,40,0.5,0.0,l2,88788
RandomWalk,0,3,3,,0.0,100,40,0.5,0.0,l2,88788
Heuristic-MADTSR,0,3,3,,0.0,100,40,0.5,0.0,l2,88788
RL-MADTSR,0,8,8,,0.0,100,40,0.5,0.0,l2,88788
Epidemic,0,10,36,,0.0,100,10,0.5,0.0,l2,6381
RandomWalk,0,7,7,,0.0,100,10,0.5,0.0,l2,6381
Heuristic-MADTSR,0,7,7,,0.0,100,10,0.5,0.0,l2,6381
RL-MADTSR,0,3,3,,0.0,100,10,0.5,0.0,l2,6381
Epidemic,0,20,36,,0.0,100,20,0.5,0.0,l2,6381
RandomWalk,1,9,10,0.4684851142021094,0.5262535236575561,100,20,0.5,0.0,l2,6381
Heuristic-MADTSR,0,7,7,,0.0,100,20,0.5,0.0,l2,6381
RL-MADTSR,0,3,3,,0.0,100,20,0.5,0.0,l2,6381
Epidemic,0,30,36,,0.0,100,30,0.5,0.0,l2,6381
RandomWalk,0,11,11,,0.0,100,30,0.5,0.0,l2,6381
Heuristic-MADTSR,0,4,4,,0.0,100,30,0.5,0.0,l2,6381
RL-MADTSR,0,3,3,,0.0,100,30,0.5,0.0,l2,6381
Epidemic,0,40,36,,0.0,100,40,0.5,0.0,l2,6381
RandomWalk,0,4,4,,0.0,100,40,0.5,0.0,l2,6381
Heuristic-MADTSR,0,4,4,,0.0,100,40,0.5,0.0,l2,6381
RL-MADTSR,0,3,3,,0.0,100,40,0.5,0.0,l2,6381
Epidemic,0,10,51,,0.0,100,10,0.5,0.0,l2,85829
RandomWalk,0,6,6,,0.0,100,10,0.5,0.0,l2,85829
Heuristic-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l2,85829
RL-MADTSR,0,8,8,,0.0,100,10,0.5,0.0,l2,85829
Epidemic,0,20,54,,0.0,100,20,0.5,0.0,l2,85829
RandomWalk,0,6,6,,0.0,100,20,0.5,0.0,l2,85829
Heuristic-MADTSR,0,14,14,,0.0,100,20,0.5,0.0,l2,85829
RL-MADTSR,0,8,8,,0.0,100,20,0.5,0.0,l2,85829
Epidemic,0,30,54,,0.0,100,30,0.5,0.0,l2,85829
RandomWalk,0,9,9,,0.0,100,30,0.5,0.0,l2,85829
Heuristic-MADTSR,0,8,8,,0.0,100,30,0.5,0.0,l2,85829
RL-MADTSR,0,8,8,,0.0,100,30,0.5,0.0,l2,85829
Epidemic,0,40,54,,0.0,100,40,0.5,0.0,l2,85829
RandomWalk,0,8,8,,0.0,100,40,0.5,0.0,l2,85829
Heuristic-MADTSR,0,14,14,,0.0,100,40,0.5,0.0,l2,85829
RL-MADTSR,0,8,8,,0.0,100,40,0.5,0.0,l2,85829
Epidemic,0,10,8,,0.0,100,10,0.5,0.0,l2,82763
RandomWalk,0,8,8,,0.0,100,10,0.5,0.0,l2,82763
Heuristic-MADTSR,0,3,3,,0.0,100,10,0.5,0.0,l2,82763
RL-MADTSR,0,5,5,,0.0,100,10,0.5,0.0,l2,82763
Epidemic,0,20,8,,0.0,100,20,0.5,0.0,l2,82763
RandomWalk,0,8,8,,0.0,100,20,0.5,0.0,l2,82763
Heuristic-MADTSR,0,5,5,,0.0,100,20,0.5,0.0,l2,82763
RL-MADTSR,0,5,5,,0.0,100,20,0.5,0.0,l2,82763
Epidemic,0,30,8,,0.0,100,30,0.5,0.0,l2,82763
RandomWalk,0,8,8,,0.0,100,30,0.5,0.0,l2,82763
Heuristic-MADTSR,0,5,5,,0.0,100,30,0.5,0.0,l2,82763
RL-MADTSR,0,5,5,,0.0,100,30,0.5,0.0,l2,82763
Epidemic,0,40,8,,0.0,100,40,0.5,0.0,l2,82763
RandomWalk,0,8,8,,0.0,100,40,0.5,0.0,l2,82763
Heuristic-MADTSR,0,3,3,,0.0,100,40,0.5,0.0,l2,82763
RL-MADTSR,0,5,5,,0.0,100,40,0.5,0.0,l2,82763
Epidemic,0,10,59,,0.0,100,10,0.5,0.0,l2,27675
RandomWalk,0,6,6,,0.0,100,10,0.5,0.0,l2,27675
Heuristic-MADTSR,0,0,0,,0.0,100,10,0.5,0.0,l2,27675
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l2,27675
Epidemic,0,20,70,,0.0,100,20,0.5,0.0,l2,27675
RandomWalk,0,5,5,,0.0,100,20,0.5,0.0,l2,27675
Heuristic-MADTSR,0,0,0,,0.0,100,20,0.5,0.0,l2,27675
RL-MADTSR,0,10,10,,0.0,100,20,0.5,0.0,l2,27675
Epidemic,0,30,70,,0.0,100,30,0.5,0.0,l2,27675
RandomWalk,0,4,4,,0.0,100,30,0.5,0.0,l2,27675
Heuristic-MADTSR,0,0,0,,0.0,100,30,0.5,0.0,l2,27675
RL-MADTSR,0,10,10,,0.0,100,30,0.5,0.0,l2,27675
Epidemic,0,40,70,,0.0,100,40,0.5,0.0,l2,27675
RandomWalk,0,6,6,,0.0,100,40,0.5,0.0,l2,27675
Heuristic-MADTSR,0,0,0,,0.0,100,40,0.5,0.0,l2,27675
RL-MADTSR,0,10,10,,0.0,100,40,0.5,0.0,l2,27675
Epidemic,0,10,44,,0.0,100,10,0.5,0.0,l2,63166
RandomWalk,0,10,10,,0.0,100,10,0.5,0.0,l2,63166
Heuristic-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l2,63166
RL-MADTSR,0,3,3,,0.0,100,10,0.5,0.0,l2,63166
Epidemic,0,20,54,,0.0,100,20,0.5,0.0,l2,63166
RandomWalk,0,3,3,,0.0,100,20,0.5,0.0,l2,63166
Heuristic-MADTSR,0,16,16,,0.0,100,20,0.5,0.0,l2,63166
RL-MADTSR,0,3,3,,0.0,100,20,0.5,0.0,l2,63166
Epidemic,0,30,54,,0.0,100,30,0.5,0.0,l2,63166
RandomWalk,0,21,21,,0.0,100,30,0.5,0.0,l2,63166
Heuristic-MADTSR,0,6,6,,0.0,100,30,0.5,0.0,l2,63166
RL-MADTSR,0,3,3,,0.0,100,30,0.5,0.0,l2,63166
Epidemic,0,40,54,,0.0,100,40,0.5,0.0,l2,63166
RandomWalk,0,4,4,,0.0,100,40,0.5,0.0,l2,63166
Heuristic-MADTSR,0,3,3,,0.0,100,40,0.5,0.0,l2,63166
RL-MADTSR,0,3,3,,0.0,100,40,0.5,0.0,l2,63166
Epidemic,0,10,24,,0.0,100,10,0.5,0.0,l2,16522
RandomWalk,0,10,10,,0.0,100,10,0.5,0.0,l2,16522
Heuristic-MADTSR,0,6,6,,0.0,100,10,0.5,0.0,l2,16522
RL-MADTSR,0,6,6,,0.0,100,10,0.5,0.0,l2,16522
Epidemic,0,20,24,,0.0,100,20,0.5,0.0,l2,16522
RandomWalk,0,16,16,,0.0,100,20,0.5,0.0,l2,16522
Heuristic-MADTSR,0,11,11,,0.0,100,20,0.5,0.0,l2,16522
RL-MADTSR,0,6,6,,0.0,100,20,0.5,0.0,l2,16522
Epidemic,0,30,24,,0.0,100,30,0.5,0.0,l2,16522
RandomWalk,0,7,7,,0.0,100,30,0.5,0.0,l2,16522
Heuristic-MADTSR,0,5,5,,0.0,100,30,0.5,0.0,l2,16522
RL-MADTSR,0,6,6,,0.0,100,30,0.5,0.0,l2,16522
Epidemic,0,40,24,,0.0,100,40,0.5,0.0,l2,16522
RandomWalk,0,7,7,,0.0,100,40,0.5,0.0,l2,16522
Heuristic-MADTSR,0,5,5,,0.0,100,40,0.5,0.0,l2,16522
RL-MADTSR,0,6,6,,0.0,100,40,0.5,0.0,l2,16522
Epidemic,0,10,31,,0.0,100,10,0.5,0.0,l2,75808
RandomWalk,0,10,10,,0.0,100,10,0.5,0.0,l2,75808
Heuristic-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l2,75808
RL-MADTSR,0,1,1,,0.0,100,10,0.5,0.0,l2,75808
Epidemic,0,20,31,,0.0,100,20,0.5,0.0,l2,75808
RandomWalk,0,9,9,,0.0,100,20,0.5,0.0,l2,75808
Heuristic-MADTSR,0,13,13,,0.0,100,20,0.5,0.0,l2,75808
RL-MADTSR,0,1,1,,0.0,100,20,0.5,0.0,l2,75808
Epidemic,0,30,31,,0.0,100,30,0.5,0.0,l2,75808
RandomWalk,0,6,6,,0.0,100,30,0.5,0.0,l2,75808
Heuristic-MADTSR,0,13,13,,0.0,100,30,0.5,0.0,l2,75808
RL-MADTSR,0,1,1,,0.0,100,30,0.5,0.0,l2,75808
Epidemic,0,40,31,,0.0,100,40,0.5,0.0,l2,75808
RandomWalk,0,8,8,,0.0,100,40,0.5,0.0,l2,75808
Heuristic-MADTSR,0,12,12,,0.0,100,40,0.5,0.0,l2,75808
RL-MADTSR,0,1,1,,0.0,100,40,0.5,0.0,l2,75808
Epidemic,0,10,38,,0.0,100,10,0.5,0.0,l2,70052
RandomWalk,0,2,2,,0.0,100,10,0.5,0.0,l2,70052
Heuristic-MADTSR,0,2,2,,0.0,100,10,0.5,0.0,l2,70052
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l2,70052
Epidemic,0,20,41,,0.0,100,20,0.5,0.0,l2,70052
RandomWalk,0,2,2,,0.0,100,20,0.5,0.0,l2,70052
Heuristic-MADTSR,0,2,2,,0.0,100,20,0.5,0.0,l2,70052
RL-MADTSR,0,16,16,,0.0,100,20,0.5,0.0,l2,70052
Epidemic,0,30,41,,0.0,100,30,0.5,0.0,l2,70052
RandomWalk,0,2,2,,0.0,100,30,0.5,0.0,l2,70052
Heuristic-MADTSR,0,2,2,,0.0,100,30,0.5,0.0,l2,70052
RL-MADTSR,0,16,16,,0.0,100,30,0.5,0.0,l2,70052
Epidemic,0,40,41,,0.0,100,40,0.5,0.0,l2,70052
RandomWalk,0,3,3,,0.0,100,40,0.5,0.0,l2,70052
Heuristic-MADTSR,0,2,2,,0.0,100,40,0.5,0.0,l2,70052
RL-MADTSR,0,16,16,,0.0,100,40,0.5,0.0,l2,70052
Epidemic,0,10,28,,0.0,100,10,0.5,0.0,l2,35452
RandomWalk,0,1,1,,0.0,100,10,0.5,0.0,l2,35452
Heuristic-MADTSR,0,6,6,,0.0,100,10,0.5,0.0,l2,35452
RL-MADTSR,0,10,10,,0.0,100,10,0.5,0.0,l2,35452
Epidemic,0,20,52,,0.0,100,20,0.5,0.0,l2,35452
RandomWalk,0,1,1,,0.0,100,20,0.5,0.0,l2,35452
Heuristic-MADTSR,0,6,6,,0.0,100,20,0.5,0.0,l2,35452
RL-MADTSR,0,20,20,,0.0,100,20,0.5,0.0,l2,35452
Epidemic,0,30,55,,0.0,100,30,0.5,0.0,l2,35452
RandomWalk,0,1,1,,0.0,100,30,0.5,0.0,l2,35452
Heuristic-MADTSR,0,6,6,,0.0,100,30,0.5,0.0,l2,35452
RL-MADTSR,0,29,29,,0.0,100,30,0.5,0.0,l2,35452
Epidemic,0,40,55,,0.0,100,40,0.5,0.0,l2,35452
RandomWalk,0,1,1,,0.0,100,40,0.5,0.0,l2,35452
Heuristic-MADTSR,0,4,4,,0.0,100,40,0.5,0.0,l2,35452
RL-MADTSR,0,29,29,,0.0,100,40,0.5,0.0,l2,35452
Epidemic,0,10,11,,0.0,100,10,0.5,0.0,l2,6792
RandomWalk,0,10,10,,0.0,100,10,0.5,0.0,l2,6792
Heuristic-MADTSR,0,1,1,,0.0,100,10,0.5,0.0,l2,6792
RL-MADTSR,0,6,6,,0.0,100,10,0.5,0.0,l2,6792
Epidemic,0,20,11,,0.0,100,20,0.5,0.0,l2,6792
RandomWalk,0,4,4,,0.0,100,20,0.5,0.0,l2,6792
Heuristic-MADTSR,0,5,5,,0.0,100,20,0.5,0.0,l2,6792
RL-MADTSR,0,6,6,,0.0,100,20,0.5,0.0,l2,6792
Epidemic,0,30,11,,0.0,100,30,0.5,0.0,l2,6792
RandomWalk,0,1,1,,0.0,100,30,0.5,0.0,l2,6792
Heuristic-MADTSR,0,5,5,,0.0,100,30,0.5,0.0,l2,6792
RL-MADTSR,0,6,6,,0.0,100,30,0.5,0.0,l2,6792
Epidemic,0,40,11,,0.0,100,40,0.5,0.0,l2,6792
RandomWalk,0,1,1,,0.0,100,40,0.5,0.0,l2,6792
Heuristic-MADTSR,0,5,5,,0.0,100,40,0.5,0.0,l2,6792
RL-MADTSR,0,6,6,,0.0,100,40,0.5,0.0,l2,6792
Epidemic,0,10,20,,0.0,100,10,0.5,0.0,l2,97069
RandomWalk,0,10,10,,0.0,100,10,0.5,0.0,l2,97069
Heuristic-MADTSR,0,6,6,,0.0,100,10,0.5,0.0,l2,97069
RL-MADTSR,0,5,5,,0.0,100,10,0.5,0.0,l2,97069
Epidemic,0,20,20,,0.0,100,20,0.5,0.0,l2,97069
RandomWalk,0,6,6,,0.0,100,20,0.5,0.0,l2,97069
Heuristic-MADTSR,0,3,3,,0.0,100,20,0.5,0.0,l2,97069
RL-MADTSR,0,5,5,,0.0,100,20,0.5,0.0,l2,97069
Epidemic,0,30,20,,0.0,100,30,0.5,0.0,l2,97069
RandomWalk,0,4,4,,0.0,100,30,0.5,0.0,l2,97069
Heuristic-MADTSR,0,3,3,,0.0,100,30,0.5,0.0,l2,97069
RL-MADTSR,0,5,5,,0.0,100,30,0.5,0.0,l2,97069
Epidemic,0,40,20,,0.0,100,40,0.5,0.0,l2,97069
RandomWalk,0,4,4,,0.0,100,40,0.5,0.0,l2,97069
Heuristic-MADTSR,0,3,3,,0.0,100,40,0.5,0.0,l2,97069
RL-MADTSR,0,5,5,,0.0,100,40,0.5,0.0,l2,97069
Epidemic,0,10,13,,0.0,100,10,0.5,0.0,l2,44568
RandomWalk,0,5,5,,0.0,100,10,0.5,0.0,l2,44568
